species,yeast_ortholog,domain_arch_conservation
D_reri,Q03705,Ortholog not conserved
D_reri,Q03750,Gained/swapped domain(s)
D_reri,Q03761,Conserved domain architecture
D_reri,Q03768,Conserved domain architecture
D_reri,Q03771,Ortholog not conserved
D_reri,Q03772,Ortholog not conserved
D_reri,Q03774,Ortholog not conserved
D_reri,Q03778,Conserved domain architecture
D_reri,Q03784,Ortholog not conserved
D_reri,Q03786,Ortholog not conserved
D_reri,Q03796,Ortholog not conserved
D_reri,Q03880,Ortholog not conserved
D_reri,Q03920,Conserved domain architecture
D_reri,Q03921,Ortholog not conserved
D_reri,Q03941,Ortholog not conserved
D_reri,Q03976,Ortholog not conserved
D_reri,Q04002,Ortholog not conserved
D_reri,Q04004,Ortholog not conserved
D_reri,Q04013,Ortholog not conserved
D_reri,Q04033,Ortholog not conserved
D_reri,Q04048,Gained/swapped domain(s)
D_reri,Q04062,Lost domain(s)
D_reri,Q04066,Ortholog not conserved
D_reri,Q04067,Conserved domain architecture
D_reri,Q04080,Ortholog not conserved
D_reri,Q04082,Ortholog not conserved
D_reri,Q04089,Ortholog not conserved
D_reri,Q04119,Ortholog not conserved
D_reri,Q04149,Ortholog not conserved
D_reri,Q04172,Ortholog not conserved
D_reri,Q04177,Gained/swapped domain(s)
D_reri,Q04183,Ortholog not conserved
D_reri,Q04226,Ortholog not conserved
D_reri,Q04235,Ortholog not conserved
D_reri,Q04264,Ortholog not conserved
D_reri,Q04272,Ortholog not conserved
D_reri,Q04305,Lost domain(s)
D_reri,Q04311,Ortholog not conserved
D_reri,Q04338,Ortholog not conserved
D_reri,Q04344,Ortholog not conserved
D_reri,Q04347,Ortholog not conserved
D_reri,Q04370,Conserved domain architecture
D_reri,Q04371,Ortholog not conserved
D_reri,Q04372,Conserved domain architecture
D_reri,Q04373,Ortholog not conserved
D_reri,Q04401,Ortholog not conserved
D_reri,Q04410,Ortholog not conserved
D_reri,Q04430,Ortholog not conserved
D_reri,Q04437,Gained/swapped domain(s)
D_reri,Q04458,Ortholog not conserved
D_reri,Q04471,Ortholog not conserved
D_reri,Q04477,Ortholog not conserved
D_reri,Q04489,Ortholog not conserved
D_reri,Q04491,Ortholog not conserved
D_reri,Q04493,Ortholog not conserved
D_reri,Q04500,Conserved domain architecture
D_reri,Q04598,Ortholog not conserved
D_reri,Q04599,Ortholog not conserved
D_reri,Q04636,Ortholog not conserved
D_reri,Q04651,Ortholog not conserved
D_reri,Q04659,Ortholog not conserved
D_reri,Q04660,Ortholog not conserved
D_reri,Q04673,Conserved domain architecture
D_reri,Q04693,Conserved domain architecture
D_reri,Q04740,Ortholog not conserved
D_reri,Q04746,Ortholog not conserved
D_reri,Q04751,Ortholog not conserved
D_reri,Q04767,Ortholog not conserved
D_reri,Q04773,Conserved domain architecture
D_reri,Q04779,Ortholog not conserved
D_reri,Q04781,Ortholog not conserved
D_reri,Q04869,Ortholog not conserved
D_reri,Q04924,Ortholog not conserved
D_reri,Q04958,Ortholog not conserved
D_reri,Q04969,Ortholog not conserved
D_reri,Q04991,Ortholog not conserved
D_reri,Q05021,Conserved domain architecture
D_reri,Q05022,Conserved domain architecture
D_reri,Q05027,Ortholog not conserved
D_reri,Q05040,Ortholog not conserved
D_reri,Q05468,Ortholog not conserved
D_reri,Q05473,Ortholog not conserved
D_reri,Q05498,Conserved domain architecture
D_reri,Q05541,Ortholog not conserved
D_reri,Q05543,Ortholog not conserved
D_reri,Q05549,Ortholog not conserved
D_reri,Q05567,Ortholog not conserved
D_reri,Q05568,Ortholog not conserved
D_reri,Q05580,Ortholog not conserved
D_reri,Q05583,Gained/swapped domain(s)
D_reri,Q05672,Ortholog not conserved
D_reri,Q05779,Ortholog not conserved
D_reri,Q05787,Ortholog not conserved
D_reri,Q05788,Ortholog not conserved
D_reri,Q05791,Ortholog not conserved
D_reri,Q05809,Conserved domain architecture
D_reri,Q05863,Ortholog not conserved
D_reri,Q05881,Ortholog not conserved
D_reri,Q05892,Ortholog not conserved
D_reri,Q05900,Conserved domain architecture
D_reri,Q05902,Ortholog not conserved
D_reri,Q05911,Ortholog not conserved
D_reri,Q05924,Ortholog not conserved
D_reri,Q05933,Conserved domain architecture
D_reri,Q05979,Ortholog not conserved
D_reri,Q06005,Ortholog not conserved
D_reri,Q06032,Ortholog not conserved
D_reri,Q06053,Ortholog not conserved
D_reri,Q06078,Conserved domain architecture
D_reri,Q06090,Ortholog not conserved
D_reri,Q06096,Conserved domain architecture
D_reri,Q06102,Ortholog not conserved
D_reri,Q06103,Conserved domain architecture
D_reri,Q06132,Ortholog not conserved
D_reri,Q06142,Conserved domain architecture
D_reri,Q06152,Ortholog not conserved
D_reri,Q06156,Ortholog not conserved
D_reri,Q06163,Ortholog not conserved
D_reri,Q06213,Conserved domain architecture
D_reri,Q06214,Ortholog not conserved
D_reri,Q06218,Conserved domain architecture
D_reri,Q06263,Ortholog not conserved
D_reri,Q06287,Conserved domain architecture
D_reri,Q06337,Ortholog not conserved
D_reri,Q06338,Ortholog not conserved
D_reri,Q06339,Ortholog not conserved
D_reri,Q06344,Conserved domain architecture
D_reri,Q06350,Ortholog not conserved
D_reri,Q06385,Ortholog not conserved
D_reri,Q06409,Ortholog not conserved
D_reri,Q06411,Ortholog not conserved
D_reri,Q06440,Ortholog not conserved
D_reri,Q06505,Conserved domain architecture
D_reri,Q06508,Ortholog not conserved
D_reri,Q06510,Ortholog not conserved
D_reri,Q06511,Ortholog not conserved
D_reri,Q06512,Ortholog not conserved
D_reri,Q06541,Conserved domain architecture
D_reri,Q06549,Ortholog not conserved
D_reri,Q06625,Ortholog not conserved
D_reri,Q06631,Ortholog not conserved
D_reri,Q06632,Ortholog not conserved
D_reri,Q06636,Conserved domain architecture
D_reri,Q06672,Ortholog not conserved
D_reri,Q06679,Lost domain(s)
D_reri,Q06680,Ortholog not conserved
D_reri,Q06682,Conserved domain architecture
D_reri,Q06683,Ortholog not conserved
D_reri,Q06685,Ortholog not conserved
D_reri,Q06688,Ortholog not conserved
D_reri,Q06696,Ortholog not conserved
D_reri,Q06697,Ortholog not conserved
D_reri,Q06706,Ortholog not conserved
D_reri,Q06708,Ortholog not conserved
D_reri,Q06819,Ortholog not conserved
D_reri,Q06833,Ortholog not conserved
D_reri,Q06835,Ortholog not conserved
D_reri,Q07350,Conserved domain architecture
D_reri,Q07418,Ortholog not conserved
D_reri,Q07457,Ortholog not conserved
D_reri,Q07458,Ortholog not conserved
D_reri,Q07508,Ortholog not conserved
D_reri,Q07527,Ortholog not conserved
D_reri,Q07532,Ortholog not conserved
D_reri,Q07534,Ortholog not conserved
D_reri,Q07540,Conserved domain architecture
D_reri,Q07560,Conserved domain architecture
D_reri,Q07623,Ortholog not conserved
D_reri,Q07648,Conserved domain architecture
D_reri,Q07688,Ortholog not conserved
D_reri,Q07729,Conserved domain architecture
D_reri,Q07794,Ortholog not conserved
D_reri,Q07821,Conserved domain architecture
D_reri,Q07825,Ortholog not conserved
D_reri,Q07834,Ortholog not conserved
D_reri,Q07845,Ortholog not conserved
D_reri,Q07878,Ortholog not conserved
D_reri,Q07896,Ortholog not conserved
D_reri,Q07897,Ortholog not conserved
D_reri,Q07913,Ortholog not conserved
D_reri,Q07923,Ortholog not conserved
D_reri,Q07930,Ortholog not conserved
D_reri,Q07953,Ortholog not conserved
D_reri,Q08003,Ortholog not conserved
D_reri,Q08004,Ortholog not conserved
D_reri,Q08023,Ortholog not conserved
D_reri,Q08032,Conserved domain architecture
D_reri,Q08058,Ortholog not conserved
D_reri,Q08096,Ortholog not conserved
D_reri,Q08202,Conserved domain architecture
D_reri,Q08204,Ortholog not conserved
D_reri,Q08208,Ortholog not conserved
D_reri,Q08220,Ortholog not conserved
D_reri,Q08230,Conserved domain architecture
D_reri,Q08235,Conserved domain architecture
D_reri,Q08236,Ortholog not conserved
D_reri,Q08278,Ortholog not conserved
D_reri,Q08281,Ortholog not conserved
D_reri,Q08285,Ortholog not conserved
D_reri,Q08287,Gained/swapped domain(s)
D_reri,Q08422,Ortholog not conserved
D_reri,Q08444,Gained/swapped domain(s)
D_reri,Q08446,Ortholog not conserved
D_reri,Q08548,Ortholog not conserved
D_reri,Q08601,Ortholog not conserved
D_reri,Q08634,Ortholog not conserved
D_reri,Q08641,Ortholog not conserved
D_reri,Q08647,Ortholog not conserved
D_reri,Q08650,Ortholog not conserved
D_reri,Q08685,Conserved domain architecture
D_reri,Q08687,Ortholog not conserved
D_reri,Q08689,Ortholog not conserved
D_reri,Q08702,Ortholog not conserved
D_reri,Q08723,Ortholog not conserved
D_reri,Q08746,Conserved domain architecture
D_reri,Q08822,Conserved domain architecture
D_reri,Q08831,Ortholog not conserved
D_reri,Q08873,Ortholog not conserved
D_reri,Q08920,Ortholog not conserved
D_reri,Q08924,Ortholog not conserved
D_reri,Q08951,Ortholog not conserved
D_reri,Q08952,Ortholog not conserved
D_reri,Q08954,Ortholog not conserved
D_reri,Q08960,Ortholog not conserved
D_reri,Q08962,Conserved domain architecture
D_reri,Q08963,Ortholog not conserved
D_reri,Q08971,Ortholog not conserved
D_reri,Q10740,Ortholog not conserved
D_reri,Q12000,Ortholog not conserved
D_reri,Q12001,Ortholog not conserved
D_reri,Q12004,Ortholog not conserved
D_reri,Q12009,Conserved domain architecture
D_reri,Q12012,Conserved domain architecture
D_reri,Q12016,Ortholog not conserved
D_reri,Q12019,Ortholog not conserved
D_reri,Q12030,Ortholog not conserved
D_reri,Q12035,Conserved domain architecture
D_reri,Q12042,Ortholog not conserved
D_reri,Q12049,Ortholog not conserved
D_reri,Q12052,Ortholog not conserved
D_reri,Q12055,Conserved domain architecture
D_reri,Q12059,Ortholog not conserved
D_reri,Q12071,Ortholog not conserved
D_reri,Q12080,Ortholog not conserved
D_reri,Q12091,Ortholog not conserved
D_reri,Q12093,Ortholog not conserved
D_reri,Q12094,Ortholog not conserved
D_reri,Q12104,Ortholog not conserved
D_reri,Q12108,Ortholog not conserved
D_reri,Q12109,Ortholog not conserved
D_reri,Q12114,Ortholog not conserved
D_reri,Q12116,Ortholog not conserved
D_reri,Q12125,Conserved domain architecture
D_reri,Q12133,Ortholog not conserved
D_reri,Q12142,Ortholog not conserved
D_reri,Q12146,Ortholog not conserved
D_reri,Q12149,Ortholog not conserved
D_reri,Q12150,Ortholog not conserved
D_reri,Q12154,Ortholog not conserved
D_reri,Q12158,Ortholog not conserved
D_reri,Q12159,Ortholog not conserved
D_reri,Q12165,Conserved domain architecture
D_reri,Q12176,Ortholog not conserved
D_reri,Q12177,Ortholog not conserved
D_reri,Q12184,Ortholog not conserved
D_reri,Q12186,Ortholog not conserved
D_reri,Q12189,Ortholog not conserved
D_reri,Q12196,Ortholog not conserved
D_reri,Q12199,Conserved domain architecture
D_reri,Q12200,Ortholog not conserved
D_reri,Q12204,Ortholog not conserved
D_reri,Q12220,Ortholog not conserved
D_reri,Q12229,Ortholog not conserved
D_reri,Q12232,Ortholog not conserved
D_reri,Q12239,Conserved domain architecture
D_reri,Q12247,Ortholog not conserved
D_reri,Q12248,Ortholog not conserved
D_reri,Q12250,Conserved domain architecture
D_reri,Q12272,Ortholog not conserved
D_reri,Q12275,Ortholog not conserved
D_reri,Q12280,Ortholog not conserved
D_reri,Q12283,Ortholog not conserved
D_reri,Q12287,Conserved domain architecture
D_reri,Q12288,Ortholog not conserved
D_reri,Q12296,Ortholog not conserved
D_reri,Q12306,Ortholog not conserved
D_reri,Q12309,Gained/swapped domain(s)
D_reri,Q12314,Ortholog not conserved
D_reri,Q12315,Ortholog not conserved
D_reri,Q12322,Conserved domain architecture
D_reri,Q12328,Conserved domain architecture
D_reri,Q12330,Ortholog not conserved
D_reri,Q12339,Conserved domain architecture
D_reri,Q12341,Ortholog not conserved
D_reri,Q12347,Ortholog not conserved
D_reri,Q12354,Ortholog not conserved
D_reri,Q12368,Conserved domain architecture
D_reri,Q12374,Ortholog not conserved
D_reri,Q12377,Ortholog not conserved
D_reri,Q12380,Conserved domain architecture
D_reri,Q12382,Ortholog not conserved
D_reri,Q12383,Ortholog not conserved
D_reri,Q12386,Ortholog not conserved
D_reri,Q12387,Ortholog not conserved
D_reri,Q12395,Ortholog not conserved
D_reri,Q12400,Ortholog not conserved
D_reri,Q12402,Ortholog not conserved
D_reri,Q12408,Ortholog not conserved
D_reri,Q12412,Ortholog not conserved
D_reri,Q12420,Lost domain(s)
D_reri,Q12425,Ortholog not conserved
D_reri,Q12429,Ortholog not conserved
D_reri,Q12432,Ortholog not conserved
D_reri,Q12440,Conserved domain architecture
D_reri,Q12446,Ortholog not conserved
D_reri,Q12453,Ortholog not conserved
D_reri,Q12462,Ortholog not conserved
D_reri,Q12463,Ortholog not conserved
D_reri,Q12480,Conserved domain architecture
D_reri,Q12481,Conserved domain architecture
D_reri,Q12482,Ortholog not conserved
D_reri,Q12483,Conserved domain architecture
D_reri,Q12487,Conserved domain architecture
D_reri,Q12495,Ortholog not conserved
D_reri,Q12500,Ortholog not conserved
D_reri,Q12508,Ortholog not conserved
D_reri,Q12510,Ortholog not conserved
D_reri,Q12517,Ortholog not conserved
D_reri,Q12520,Ortholog not conserved
D_reri,Q12522,Ortholog not conserved
D_reri,Q12523,Lost domain(s)
D_reri,Q12524,Ortholog not conserved
D_reri,Q12527,Ortholog not conserved
D_reri,Q12530,Ortholog not conserved
D_reri,Q12532,Lost domain(s)
D_reri,Q12749,Ortholog not conserved
D_reri,Q12751,Ortholog not conserved
D_reri,Q12754,Ortholog not conserved
D_reri,Q3E705,Ortholog not conserved
D_reri,Q3E731,Gained/swapped domain(s)
D_reri,Q3E764,Conserved domain architecture
D_reri,Q3E785,Ortholog not conserved
D_reri,Q3E793,Conserved domain architecture
D_reri,Q3E7C1,Ortholog not conserved
D_reri,Q3E811,Ortholog not conserved
D_reri,Q3E833,Conserved domain architecture
D_reri,Q3E834,Conserved domain architecture
D_reri,Q3E840,Ortholog not conserved
D_reri,Q3E846,Conserved domain architecture
D_reri,Q6Q546,Lost domain(s)
D_reri,Q6Q547,Conserved domain architecture
D_reri,Q6WNK7,Conserved domain architecture
D_reri,Q86ZR7,Ortholog not conserved
D_reri,Q8TGJ3,Ortholog not conserved
D_reri,Q92328,Ortholog not conserved
D_reri,Q96VH5,Conserved domain architecture
D_reri,Q99188,Ortholog not conserved
D_reri,Q99207,Lost domain(s)
D_reri,Q99210,Ortholog not conserved
D_reri,Q99216,Ortholog not conserved
D_reri,Q99220,Ortholog not conserved
D_reri,Q99247,Ortholog not conserved
D_reri,Q99257,Ortholog not conserved
D_reri,Q99271,Ortholog not conserved
D_reri,Q99287,Ortholog not conserved
D_reri,Q99296,Ortholog not conserved
D_reri,Q99321,Ortholog not conserved
D_reri,Q99385,Ortholog not conserved
D_reri,Q99394,Ortholog not conserved
D_reri,Q9URQ3,Ortholog not conserved
D_roes,O13329,Ortholog not conserved
D_roes,O13525,Ortholog not conserved
D_roes,O13563,Ortholog not conserved
D_roes,O14464,Ortholog not conserved
D_roes,O14467,Ortholog not conserved
D_roes,O60200,Ortholog not conserved
D_roes,O74700,Ortholog not conserved
D_roes,O94742,Ortholog not conserved
D_roes,P00128,Ortholog not conserved
D_roes,P00163,Ortholog not conserved
D_roes,P00410,Ortholog not conserved
D_roes,P00420,Ortholog not conserved
D_roes,P00427,Ortholog not conserved
D_roes,P00560,Ortholog not conserved
D_roes,P00572,Conserved domain architecture
D_roes,P00724,Ortholog not conserved
D_roes,P00812,Ortholog not conserved
D_roes,P00815,Ortholog not conserved
D_roes,P00830,Ortholog not conserved
D_roes,P00854,Ortholog not conserved
D_roes,P00958,Lost domain(s)
D_roes,P02309,Ortholog not conserved
D_roes,P02406,Ortholog not conserved
D_roes,P02992,Ortholog not conserved
D_roes,P03069,Ortholog not conserved
D_roes,P04037,Ortholog not conserved
D_roes,P04397,Ortholog not conserved
D_roes,P04456,Ortholog not conserved
D_roes,P04650,Ortholog not conserved
D_roes,P04786,Ortholog not conserved
D_roes,P04802,Conserved domain architecture
D_roes,P04803,Ortholog not conserved
D_roes,P05066,Ortholog not conserved
D_roes,P05317,Ortholog not conserved
D_roes,P05373,Ortholog not conserved
D_roes,P05374,Ortholog not conserved
D_roes,P05626,Ortholog not conserved
D_roes,P05747,Ortholog not conserved
D_roes,P05750,Conserved domain architecture
D_roes,P05756,Conserved domain architecture
D_roes,P06100,Ortholog not conserved
D_roes,P06101,Ortholog not conserved
D_roes,P06105,Ortholog not conserved
D_roes,P06174,Ortholog not conserved
D_roes,P06197,Ortholog not conserved
D_roes,P06243,Lost domain(s)
D_roes,P06738,Ortholog not conserved
D_roes,P06773,Conserved domain architecture
D_roes,P06774,Conserved domain architecture
D_roes,P06776,Ortholog not conserved
D_roes,P06777,Conserved domain architecture
D_roes,P06778,Conserved domain architecture
D_roes,P06785,Conserved domain architecture
D_roes,P06786,Ortholog not conserved
D_roes,P06838,Ortholog not conserved
D_roes,P06844,Ortholog not conserved
D_roes,P07143,Ortholog not conserved
D_roes,P07251,Ortholog not conserved
D_roes,P07260,Ortholog not conserved
D_roes,P07263,Ortholog not conserved
D_roes,P07273,Ortholog not conserved
D_roes,P07274,Ortholog not conserved
D_roes,P07275,Ortholog not conserved
D_roes,P07277,Ortholog not conserved
D_roes,P07278,Ortholog not conserved
D_roes,P07283,Conserved domain architecture
D_roes,P07284,Conserved domain architecture
D_roes,P07286,Ortholog not conserved
D_roes,P07806,Ortholog not conserved
D_roes,P07807,Conserved domain architecture
D_roes,P07884,Conserved domain architecture
D_roes,P07991,Ortholog not conserved
D_roes,P08067,Ortholog not conserved
D_roes,P08417,Ortholog not conserved
D_roes,P08425,Ortholog not conserved
D_roes,P08432,Ortholog not conserved
